TransactionID,AccountID,TransactionAmount,Transaction Date,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Previous Transaction Date
Tx001950,Ac00244,737,23-01-2023,Debit,Washington,D000637,M032,Atm,60,Retired,92,1,4644,04-11-2024
Tx001951,Ac00382,223,19-07-2023,Debit,Fort Worth,D000397,M018,Atm,27,Student,96,1,1734,04-11-2024
Tx001952,Ac00389,557,17-07-2023,Debit,San Jose,D000184,M076,Atm,69,Doctor,53,1,5237,04-11-2024
Tx001953,Ac00350,1497,04-10-2023,Debit,Memphis,D000139,M092,Online,33,Engineer,95,1,969,04-11-2024
Tx001954,Ac00275,27,27-02-2023,Debit,Boston,D000451,M057,Atm,62,Retired,164,1,5950,04-11-2024
Tx001955,Ac00231,310,06-11-2023,Debit,Detroit,D000405,M068,Branch,36,Doctor,166,1,9963,04-11-2024
Tx001956,Ac00449,80,24-11-2023,Debit,Kansas City,D000686,M064,Online,52,Doctor,116,1,9663,04-11-2024
Tx001957,Ac00248,26,06-03-2023,Credit,Detroit,D000017,M032,Branch,66,Doctor,115,1,5243,04-11-2024
Tx001958,Ac00301,845,01-12-2023,Credit,Oklahoma City,D000154,M026,Branch,73,Retired,183,1,1703,04-11-2024
Tx001959,Ac00023,60,09-01-2023,Debit,Fresno,D000681,M019,Atm,27,Student,56,1,801,04-11-2024
Tx001960,Ac00272,759,22-05-2023,Debit,San Antonio,D000332,M009,Atm,60,Engineer,114,1,7231,04-11-2024
Tx001961,Ac00377,302,23-06-2023,Debit,Charlotte,D000509,M089,Atm,22,Student,284,1,1052,04-11-2024
Tx001962,Ac00276,418,24-02-2023,Debit,Austin,D000391,M051,Online,58,Doctor,161,1,10721,04-11-2024
Tx001963,Ac00427,118,04-09-2023,Credit,Las Vegas,D000441,M082,Branch,32,Doctor,31,1,13561,04-11-2024
Tx001964,Ac00220,484,24-05-2023,Debit,New York,D000046,M092,Atm,70,Retired,115,1,3138,04-11-2024
Tx001965,Ac00370,79,16-10-2023,Debit,Mesa,D000602,M099,Atm,38,Doctor,145,1,9916,04-11-2024
Tx001966,Ac00187,37,17-02-2023,Debit,Miami,D000560,M094,Atm,75,Retired,261,1,7942,04-11-2024
Tx001967,Ac00293,88,04-05-2023,Debit,Colorado Springs,D000654,M062,Branch,49,Engineer,63,1,3753,04-11-2024
Tx001968,Ac00203,1002,13-12-2023,Debit,Philadelphia,D000220,M051,Online,31,Doctor,55,1,9734,04-11-2024
Tx001969,Ac00016,705,17-07-2023,Debit,Washington,D000562,M026,Online,59,Doctor,124,1,5003,04-11-2024
Tx001970,Ac00189,147,12-09-2023,Debit,Virginia Beach,D000163,M002,Online,54,Retired,124,5,4087,04-11-2024
Tx001971,Ac00005,117,03-08-2023,Debit,Columbus,D000328,M064,Online,71,Retired,226,1,4880,04-11-2024
Tx001972,Ac00190,106,20-11-2023,Debit,Los Angeles,D000473,M063,Branch,57,Retired,87,1,1310,04-11-2024
Tx001973,Ac00480,1088,16-01-2023,Debit,Boston,D000549,M053,Atm,78,Retired,103,1,2514,04-11-2024
Tx001974,Ac00407,584,27-03-2023,Debit,Las Vegas,D000326,M051,Atm,23,Student,41,1,4475,04-11-2024
Tx001975,Ac00195,585,02-01-2023,Credit,Chicago,D000175,M093,Branch,55,Retired,121,1,6521,04-11-2024
Tx001976,Ac00260,79,12-06-2023,Debit,Colorado Springs,D000014,M055,Branch,56,Retired,140,1,1615,04-11-2024
Tx001977,Ac00006,173,24-11-2023,Credit,Atlanta,D000485,M044,Online,20,Student,288,1,1490,04-11-2024
Tx001978,Ac00294,336,05-10-2023,Debit,El Paso,D000180,M012,Atm,80,Retired,57,1,6601,04-11-2024
Tx001979,Ac00327,1226,30-01-2023,Credit,Las Vegas,D000507,M066,Online,50,Doctor,109,1,8611,04-11-2024
Tx001980,Ac00013,423,27-11-2023,Debit,Los Angeles,D000050,M036,Branch,28,Student,193,1,1929,04-11-2024
Tx001981,Ac00386,135,20-11-2023,Debit,San Jose,D000626,M031,Atm,57,Retired,92,1,5316,04-11-2024
Tx001982,Ac00256,585,06-10-2023,Debit,Philadelphia,D000202,M042,Atm,26,Student,121,1,548,04-11-2024
Tx001983,Ac00439,309,19-12-2023,Debit,Los Angeles,D000650,M092,Online,25,Student,167,1,1932,04-11-2024
Tx001984,Ac00088,296,03-04-2023,Debit,Boston,D000414,M021,Branch,36,Doctor,117,1,1051,04-11-2024
Tx001985,Ac00303,1513,20-02-2023,Debit,Philadelphia,D000032,M071,Online,19,Student,50,1,9963,04-11-2024
Tx001986,Ac00245,77,08-08-2023,Debit,Washington,D000218,M011,Branch,58,Retired,268,1,1951,04-11-2024
Tx001987,Ac00188,93,26-06-2023,Credit,Seattle,D000520,M080,Online,40,Engineer,70,1,6295,04-11-2024
Tx001988,Ac00225,98,25-09-2023,Credit,Los Angeles,D000211,M046,Online,41,Engineer,137,1,4114,04-11-2024
Tx001989,Ac00278,292,04-09-2023,Debit,Columbus,D000021,M058,Atm,21,Student,90,1,1451,04-11-2024
Tx001990,Ac00311,57,07-08-2023,Debit,Albuquerque,D000379,M011,Atm,22,Student,135,1,1598,04-11-2024
Tx001991,Ac00206,437,26-06-2023,Debit,Seattle,D000619,M082,Online,27,Student,92,1,1256,04-11-2024
Tx001992,Ac00329,259,03-07-2023,Debit,Austin,D000433,M045,Online,72,Retired,292,1,7321,04-11-2024
Tx001993,Ac00338,726,09-06-2023,Debit,Omaha,D000386,M035,Online,57,Retired,147,1,2150,04-11-2024
Tx001994,Ac00409,569,13-02-2023,Debit,Houston,D000283,M075,Atm,72,Retired,101,1,2940,04-11-2024
Tx001995,Ac00114,78,25-04-2023,Debit,Atlanta,D000441,M091,Online,49,Doctor,225,1,12802,04-11-2024
Tx001996,Ac00460,999,13-12-2023,Debit,Boston,D000032,M050,Online,29,Engineer,40,1,4272,04-11-2024
Tx001997,Ac00373,14,22-05-2023,Credit,Oklahoma City,D000665,M076,Branch,74,Retired,290,1,5400,04-11-2024
Tx001998,Ac00021,1143,09-01-2023,Credit,Omaha,D000493,M028,Branch,61,Retired,48,1,2467,04-11-2024
Tx001999,Ac00235,61,14-07-2023,Debit,Raleigh,D000201,M018,Atm,27,Engineer,129,1,7537,04-11-2024
Tx002000,Ac00261,28,20-09-2023,Debit,New York,D000044,M065,Online,54,Engineer,23,1,7499,04-11-2024
Tx002001,Ac00456,4,09-06-2023,Debit,San Jose,D000058,M025,Atm,29,Doctor,32,1,10506,04-11-2024
Tx002002,Ac00332,431,17-04-2023,Credit,Austin,D000301,M051,Branch,73,Retired,129,1,6506,04-11-2024
Tx002003,Ac00245,179,21-04-2023,Debit,Houston,D000630,M076,Branch,55,Engineer,67,1,7568,04-11-2024
Tx002004,Ac00388,249,15-12-2023,Debit,Denver,D000334,M091,Atm,18,Student,56,1,546,04-11-2024
Tx002005,Ac00008,76,24-05-2023,Debit,San Francisco,D000539,M060,Atm,23,Student,99,1,1072,04-11-2024
Tx002006,Ac00066,347,21-11-2023,Debit,Indianapolis,D000646,M062,Atm,69,Doctor,250,1,7274,04-11-2024
Tx002007,Ac00227,28,30-01-2023,Debit,Los Angeles,D000101,M008,Atm,57,Doctor,146,5,11198,04-11-2024
Tx002008,Ac00352,326,15-02-2023,Debit,Washington,D000232,M086,Atm,19,Student,277,1,782,04-11-2024
Tx002009,Ac00481,250,20-07-2023,Debit,New York,D000617,M083,Branch,76,Retired,246,1,4445,04-11-2024
Tx002010,Ac00341,17,20-11-2023,Debit,Albuquerque,D000574,M042,Atm,56,Doctor,33,1,10659,04-11-2024
Tx002011,Ac00065,198,23-02-2023,Credit,Austin,D000145,M005,Branch,26,Student,40,1,251,04-11-2024
Tx002012,Ac00248,586,24-04-2023,Debit,Raleigh,D000580,M091,Branch,23,Student,55,1,1729,04-11-2024
Tx002013,Ac00177,435,04-09-2023,Credit,Virginia Beach,D000107,M024,Online,27,Student,124,1,1298,04-11-2024
Tx002014,Ac00139,511,05-12-2023,Credit,Nashville,D000167,M040,Online,27,Student,294,1,5828,04-11-2024
Tx002015,Ac00252,332,07-06-2023,Debit,Denver,D000302,M047,Atm,74,Retired,12,1,7601,04-11-2024
Tx002016,Ac00286,200,28-08-2023,Debit,Portland,D000631,M070,Online,56,Engineer,268,1,9604,04-11-2024
Tx002017,Ac00001,213,10-10-2023,Debit,Atlanta,D000492,M003,Online,59,Engineer,178,1,4180,04-11-2024
Tx002018,Ac00453,271,14-11-2023,Debit,Philadelphia,D000203,M038,Online,23,Student,139,1,1268,04-11-2024
Tx002019,Ac00291,306,17-02-2023,Debit,Colorado Springs,D000484,M015,Atm,26,Engineer,120,1,9610,04-11-2024
Tx002020,Ac00113,643,27-06-2023,Credit,Detroit,D000534,M065,Atm,38,Doctor,85,1,11989,04-11-2024
Tx002021,Ac00390,98,02-10-2023,Debit,Miami,D000440,M090,Branch,47,Engineer,12,1,9539,04-11-2024
Tx002022,Ac00345,889,16-02-2023,Debit,Virginia Beach,D000299,M030,Online,36,Engineer,169,1,4827,04-11-2024
Tx002023,Ac00011,538,29-08-2023,Debit,Kansas City,D000159,M001,Online,27,Student,134,1,293,04-11-2024
Tx002024,Ac00106,241,19-09-2023,Debit,Mesa,D000616,M025,Atm,25,Student,162,1,1446,04-11-2024
Tx002025,Ac00087,131,30-05-2023,Debit,Atlanta,D000544,M074,Atm,64,Doctor,94,1,11205,04-11-2024
Tx002026,Ac00441,800,05-04-2023,Credit,San Diego,D000400,M033,Branch,20,Student,84,1,693,04-11-2024
Tx002027,Ac00069,9,04-12-2023,Debit,Dallas,D000462,M046,Online,57,Doctor,165,1,13524,04-11-2024
Tx002028,Ac00020,29,22-05-2023,Debit,Detroit,D000700,M021,Atm,20,Student,163,1,663,04-11-2024
Tx002029,Ac00172,431,02-06-2023,Credit,Atlanta,D000363,M021,Online,23,Student,99,1,343,04-11-2024
Tx002030,Ac00237,885,01-05-2023,Credit,Raleigh,D000413,M025,Atm,47,Engineer,59,1,7764,04-11-2024
Tx002031,Ac00186,199,22-08-2023,Debit,Tucson,D000183,M052,Atm,29,Engineer,54,1,9834,04-11-2024
Tx002032,Ac00165,42,04-09-2023,Debit,Raleigh,D000214,M080,Atm,44,Doctor,171,1,269,04-11-2024
Tx002033,Ac00438,166,26-10-2023,Debit,Indianapolis,D000195,M020,Atm,30,Engineer,172,1,5398,04-11-2024
Tx002034,Ac00435,358,14-07-2023,Debit,Miami,D000334,M082,Atm,53,Retired,25,1,7660,04-11-2024
Tx002035,Ac00472,588,07-08-2023,Debit,Dallas,D000482,M100,Online,28,Student,284,1,1926,04-11-2024
Tx002036,Ac00446,73,05-01-2023,Debit,Houston,D000453,M063,Online,68,Doctor,127,1,6912,04-11-2024
Tx002037,Ac00427,162,10-11-2023,Debit,Tucson,D000315,M069,Online,36,Engineer,147,1,7527,04-11-2024
Tx002038,Ac00230,585,22-11-2023,Credit,Nashville,D000594,M057,Online,43,Doctor,109,1,12071,04-11-2024
Tx002039,Ac00172,38,17-10-2023,Credit,Oklahoma City,D000682,M065,Online,72,Retired,129,1,1425,04-11-2024
Tx002040,Ac00103,478,06-10-2023,Credit,San Francisco,D000386,M063,Atm,23,Student,52,1,1599,04-11-2024
Tx002041,Ac00467,640,21-08-2023,Debit,Philadelphia,D000166,M013,Branch,60,Doctor,43,1,11726,04-11-2024
Tx002042,Ac00094,58,18-12-2023,Debit,Phoenix,D000504,M068,Online,28,Student,34,1,9190,04-11-2024
Tx002043,Ac00231,776,26-07-2023,Credit,Raleigh,D000656,M036,Online,78,Retired,99,1,4896,04-11-2024
Tx002044,Ac00032,249,22-02-2023,Debit,Portland,D000390,M070,Branch,21,Student,117,1,6179,04-11-2024
Tx002045,Ac00241,189,20-03-2023,Debit,Boston,D000451,M083,Online,67,Retired,26,1,7168,04-11-2024
Tx002046,Ac00263,675,01-01-2024,Credit,Jacksonville,D000508,M001,Online,56,Retired,31,1,4705,04-11-2024
Tx002047,Ac00012,95,29-12-2023,Credit,Columbus,D000123,M011,Branch,67,Retired,56,1,1268,04-11-2024
Tx002048,Ac00009,425,21-03-2023,Credit,Fresno,D000270,M057,Online,59,Engineer,135,1,5791,04-11-2024
Tx002049,Ac00041,50,20-02-2023,Debit,Oklahoma City,D000544,M057,Branch,60,Engineer,65,1,5729,04-11-2024
Tx002050,Ac00317,865,02-02-2023,Credit,Detroit,D000622,M018,Branch,34,Engineer,58,1,7379,04-11-2024
Tx002051,Ac00475,71,25-08-2023,Debit,El Paso,D000138,M016,Online,25,Student,105,1,1478,04-11-2024
Tx002052,Ac00181,262,22-11-2023,Debit,Chicago,D000026,M004,Online,28,Student,46,1,825,04-11-2024
Tx002053,Ac00120,183,12-01-2023,Debit,Milwaukee,D000290,M099,Atm,27,Student,63,1,1024,04-11-2024
Tx002054,Ac00331,58,05-10-2023,Credit,Louisville,D000135,M011,Branch,29,Engineer,275,4,6027,04-11-2024
Tx002055,Ac00500,157,31-07-2023,Debit,Charlotte,D000168,M099,Atm,51,Doctor,102,1,14453,04-11-2024
Tx002056,Ac00292,121,30-01-2023,Debit,Colorado Springs,D000119,M040,Atm,42,Doctor,233,1,5375,04-11-2024
Tx002057,Ac00436,309,25-12-2023,Credit,Sacramento,D000482,M047,Branch,59,Engineer,101,1,9148,04-11-2024
Tx002058,Ac00476,507,06-10-2023,Debit,Milwaukee,D000650,M091,Atm,59,Engineer,41,1,2757,04-11-2024
Tx002059,Ac00391,328,20-12-2023,Debit,New York,D000396,M013,Atm,41,Engineer,108,1,2524,04-11-2024
Tx002060,Ac00267,796,09-11-2023,Debit,Austin,D000225,M062,Branch,67,Retired,64,1,1499,04-11-2024
Tx002061,Ac00034,72,22-03-2023,Debit,Boston,D000066,M083,Online,29,Doctor,72,1,1306,04-11-2024
Tx002062,Ac00425,280,17-10-2023,Debit,Fort Worth,D000452,M097,Atm,25,Student,131,1,1911,04-11-2024
Tx002063,Ac00048,304,31-05-2023,Debit,Indianapolis,D000652,M083,Online,25,Student,102,1,424,04-11-2024
Tx002064,Ac00110,351,08-06-2023,Debit,New York,D000254,M026,Branch,64,Retired,21,1,7607,04-11-2024
Tx002065,Ac00427,86,26-06-2023,Debit,Dallas,D000355,M078,Branch,31,Doctor,23,1,843,04-11-2024
Tx002066,Ac00483,605,20-11-2023,Debit,Portland,D000501,M073,Atm,28,Student,80,1,709,04-11-2024
Tx002067,Ac00310,259,08-08-2023,Debit,Charlotte,D000285,M035,Atm,27,Student,123,1,1358,04-11-2024
Tx002068,Ac00179,995,22-02-2023,Debit,Austin,D000345,M030,Online,61,Doctor,158,1,13538,04-11-2024
Tx002069,Ac00363,11,21-06-2023,Credit,Austin,D000232,M027,Branch,75,Retired,64,1,7258,04-11-2024
Tx002070,Ac00080,64,31-01-2023,Debit,San Antonio,D000211,M002,Atm,69,Retired,100,1,4980,04-11-2024
Tx002071,Ac00158,447,27-06-2023,Credit,Miami,D000378,M051,Branch,55,Retired,143,1,1624,04-11-2024
Tx002072,Ac00033,64,26-06-2023,Debit,Dallas,D000195,M045,Atm,26,Engineer,136,1,4402,04-11-2024
Tx002073,Ac00492,81,22-05-2023,Debit,Charlotte,D000402,M044,Online,48,Engineer,110,1,2051,04-11-2024
Tx002074,Ac00228,441,16-10-2023,Credit,Tucson,D000490,M074,Branch,58,Doctor,87,5,13705,04-11-2024
Tx002075,Ac00058,171,27-02-2023,Debit,Washington,D000644,M083,Branch,64,Doctor,69,1,13375,04-11-2024
Tx002076,Ac00427,49,28-12-2023,Debit,Austin,D000443,M009,Branch,22,Student,69,1,3363,04-11-2024
Tx002077,Ac00236,325,09-01-2023,Debit,Jacksonville,D000289,M098,Branch,60,Doctor,106,1,13522,04-11-2024
Tx002078,Ac00144,126,11-01-2023,Debit,Los Angeles,D000608,M001,Atm,57,Retired,138,1,6110,04-11-2024
Tx002079,Ac00256,507,29-05-2023,Debit,Indianapolis,D000410,M064,Branch,37,Engineer,45,1,9976,04-11-2024
Tx002080,Ac00054,739,24-04-2023,Debit,Philadelphia,D000165,M085,Branch,41,Doctor,173,1,13856,04-11-2024
Tx002081,Ac00492,180,09-10-2023,Credit,Oklahoma City,D000451,M021,Online,33,Engineer,55,1,9905,04-11-2024
Tx002082,Ac00498,225,30-05-2023,Debit,Boston,D000047,M082,Atm,28,Student,35,1,1548,04-11-2024
Tx002083,Ac00005,360,11-12-2023,Debit,Charlotte,D000144,M010,Online,79,Retired,157,1,7154,04-11-2024
Tx002084,Ac00204,720,30-11-2023,Debit,Tucson,D000280,M068,Branch,54,Retired,44,1,3102,04-11-2024
Tx002085,Ac00428,1117,07-12-2023,Debit,Tucson,D000204,M005,Atm,56,Retired,104,1,1393,04-11-2024
Tx002086,Ac00019,291,23-02-2023,Debit,Miami,D000665,M046,Atm,57,Retired,135,1,7143,04-11-2024
Tx002087,Ac00029,1193,08-02-2023,Debit,Las Vegas,D000227,M068,Branch,23,Student,73,1,325,04-11-2024
Tx002088,Ac00449,98,04-12-2023,Debit,Mesa,D000005,M031,Online,28,Student,148,1,581,04-11-2024
Tx002089,Ac00213,100,10-04-2023,Credit,Milwaukee,D000139,M100,Branch,18,Student,104,1,6150,04-11-2024
Tx002090,Ac00076,46,17-02-2023,Debit,Columbus,D000565,M002,Branch,56,Engineer,264,1,5698,04-11-2024
Tx002091,Ac00442,258,04-07-2023,Debit,San Antonio,D000530,M014,Online,39,Doctor,225,1,9562,04-11-2024
Tx002092,Ac00228,1079,27-11-2023,Debit,Las Vegas,D000203,M042,Online,53,Engineer,211,1,2038,04-11-2024
Tx002093,Ac00081,288,05-05-2023,Debit,El Paso,D000698,M016,Online,22,Student,255,1,188,04-11-2024
Tx002094,Ac00072,501,22-05-2023,Credit,San Antonio,D000428,M020,Online,26,Engineer,146,1,8520,04-11-2024
Tx002095,Ac00261,26,22-05-2023,Debit,Mesa,D000353,M001,Atm,27,Student,32,1,1436,04-11-2024
Tx002096,Ac00082,437,17-02-2023,Debit,Jacksonville,D000281,M075,Atm,20,Student,176,1,826,04-11-2024
Tx002097,Ac00334,292,28-09-2023,Debit,Baltimore,D000687,M001,Atm,68,Doctor,224,1,5804,04-11-2024
Tx002098,Ac00251,1026,15-05-2023,Debit,Philadelphia,D000292,M009,Branch,53,Retired,165,1,3134,04-11-2024
Tx002099,Ac00481,25,21-06-2023,Debit,Miami,D000111,M005,Online,50,Engineer,125,1,5375,04-11-2024
Tx002100,Ac00239,123,27-07-2023,Credit,Baltimore,D000170,M070,Online,31,Doctor,10,1,6852,04-11-2024
Tx002101,Ac00394,140,11-08-2023,Debit,Portland,D000504,M025,Branch,23,Student,31,1,1570,04-11-2024
Tx002102,Ac00374,51,22-09-2023,Debit,Tucson,D000105,M066,Online,18,Student,83,1,731,04-11-2024
Tx002103,Ac00054,123,13-03-2023,Credit,Seattle,D000392,M069,Online,47,Doctor,127,3,13185,04-11-2024
Tx002104,Ac00281,161,29-11-2023,Credit,Colorado Springs,D000690,M019,Online,24,Student,101,1,3900,04-11-2024
Tx002105,Ac00140,3,09-11-2023,Debit,Baltimore,D000539,M099,Online,63,Retired,32,1,4892,04-11-2024
Tx002106,Ac00058,23,17-04-2023,Debit,Virginia Beach,D000032,M075,Atm,64,Doctor,102,1,7682,04-11-2024
Tx002107,Ac00066,127,10-05-2023,Debit,Austin,D000593,M007,Branch,57,Retired,39,1,6101,04-11-2024
Tx002108,Ac00190,47,20-02-2023,Debit,Detroit,D000029,M060,Online,55,Doctor,68,1,1563,04-11-2024
Tx002109,Ac00452,244,30-08-2023,Debit,San Francisco,D000550,M016,Branch,57,Doctor,48,1,13733,04-11-2024
Tx002110,Ac00099,232,03-01-2023,Credit,Oklahoma City,D000380,M008,Branch,60,Retired,96,1,5791,04-11-2024
Tx002111,Ac00126,175,28-08-2023,Debit,San Francisco,D000299,M068,Online,39,Engineer,34,1,1447,04-11-2024
Tx002112,Ac00021,763,02-01-2023,Debit,Los Angeles,D000196,M053,Atm,64,Doctor,244,1,207,04-11-2024
Tx002113,Ac00353,34,02-05-2023,Debit,Los Angeles,D000133,M016,Branch,57,Engineer,38,1,3077,04-11-2024
Tx002114,Ac00482,16,22-05-2023,Debit,Raleigh,D000669,M048,Branch,25,Student,52,1,1983,04-11-2024
Tx002115,Ac00427,927,14-03-2023,Debit,Milwaukee,D000294,M064,Atm,57,Engineer,107,1,3120,04-11-2024
Tx002116,Ac00430,102,24-11-2023,Credit,Tucson,D000055,M042,Online,46,Engineer,199,1,3052,04-11-2024
Tx002117,Ac00043,309,23-03-2023,Debit,Fresno,D000395,M089,Branch,27,Engineer,42,1,8564,04-11-2024
Tx002118,Ac00186,258,18-10-2023,Credit,Fort Worth,D000576,M004,Online,59,Retired,293,1,7951,04-11-2024
Tx002119,Ac00248,747,18-12-2023,Credit,Mesa,D000243,M001,Branch,21,Student,64,1,1700,04-11-2024
Tx002120,Ac00069,82,27-11-2023,Credit,Sacramento,D000447,M097,Branch,23,Student,156,1,287,04-11-2024
Tx002121,Ac00002,477,25-12-2023,Debit,San Diego,D000594,M022,Online,23,Student,187,1,1154,04-11-2024
Tx002122,Ac00090,320,10-01-2023,Debit,El Paso,D000614,M025,Branch,23,Student,130,1,4076,04-11-2024
Tx002123,Ac00210,333,31-08-2023,Debit,Philadelphia,D000244,M015,Atm,68,Doctor,35,1,10629,04-11-2024
Tx002124,Ac00014,10,11-09-2023,Debit,Fresno,D000494,M022,Atm,47,Engineer,197,1,7801,04-11-2024
Tx002125,Ac00039,737,07-12-2023,Credit,Albuquerque,D000443,M037,Branch,53,Doctor,75,4,634,04-11-2024
Tx002126,Ac00021,417,03-01-2023,Debit,Oklahoma City,D000430,M038,Online,33,Engineer,73,1,923,04-11-2024
Tx002127,Ac00242,85,05-05-2023,Debit,Raleigh,D000667,M034,Online,18,Student,68,1,1672,04-11-2024
Tx002128,Ac00413,99,16-10-2023,Debit,Mesa,D000432,M084,Branch,75,Retired,73,1,5671,04-11-2024
Tx002129,Ac00082,18,29-12-2023,Credit,Milwaukee,D000579,M097,Atm,58,Retired,48,1,6021,04-11-2024
Tx002130,Ac00304,1155,17-02-2023,Debit,Columbus,D000585,M006,Atm,51,Doctor,108,1,6180,04-11-2024
Tx002131,Ac00098,215,02-08-2023,Debit,Charlotte,D000606,M016,Online,46,Engineer,114,1,3957,04-11-2024
Tx002132,Ac00372,219,05-01-2023,Credit,Memphis,D000095,M004,Branch,62,Doctor,102,1,13870,04-11-2024
Tx002133,Ac00274,342,16-10-2023,Debit,Austin,D000321,M053,Atm,43,Engineer,89,1,4160,04-11-2024
Tx002134,Ac00080,692,14-06-2023,Debit,Boston,D000187,M010,Online,19,Student,61,1,1085,04-11-2024
Tx002135,Ac00064,50,10-07-2023,Debit,San Jose,D000043,M057,Branch,32,Doctor,51,1,9794,04-11-2024
Tx002136,Ac00241,440,10-07-2023,Debit,Colorado Springs,D000614,M015,Branch,78,Retired,23,1,5123,04-11-2024
Tx002137,Ac00055,299,21-09-2023,Debit,Columbus,D000383,M018,Branch,39,Engineer,52,1,1381,04-11-2024
Tx002138,Ac00215,2,19-01-2023,Debit,Seattle,D000690,M074,Atm,66,Doctor,170,1,11619,04-11-2024
Tx002139,Ac00037,173,25-12-2023,Debit,Philadelphia,D000053,M066,Atm,31,Engineer,161,1,9078,04-11-2024
Tx002140,Ac00325,439,25-12-2023,Debit,San Antonio,D000074,M072,Branch,22,Student,73,1,1824,04-11-2024
Tx002141,Ac00394,520,13-02-2023,Credit,Washington,D000046,M026,Online,71,Retired,40,1,4159,04-11-2024
Tx002142,Ac00164,739,23-11-2023,Debit,Chicago,D000369,M096,Online,50,Doctor,124,1,14352,04-11-2024
Tx002143,Ac00096,151,07-03-2023,Debit,Memphis,D000142,M004,Online,64,Retired,38,1,2157,04-11-2024
Tx002144,Ac00402,76,01-06-2023,Debit,Charlotte,D000172,M090,Branch,51,Engineer,148,1,8362,04-11-2024
Tx002145,Ac00077,445,07-08-2023,Debit,Louisville,D000540,M026,Online,27,Engineer,17,1,5425,04-11-2024
Tx002146,Ac00116,5,04-04-2023,Debit,Indianapolis,D000479,M062,Online,52,Doctor,276,1,11264,04-11-2024
Tx002147,Ac00145,98,08-03-2023,Credit,Milwaukee,D000236,M023,Online,48,Doctor,127,1,12467,04-11-2024
Tx002148,Ac00457,257,15-05-2023,Debit,San Diego,D000672,M047,Branch,26,Engineer,71,1,2531,04-11-2024
Tx002149,Ac00021,735,04-05-2023,Credit,Boston,D000198,M075,Branch,48,Engineer,290,1,6242,04-11-2024
Tx002150,Ac00110,1251,08-12-2023,Debit,Columbus,D000282,M054,Atm,36,Doctor,107,2,11566,04-11-2024
Tx002151,Ac00284,84,28-02-2023,Debit,Memphis,D000413,M087,Branch,39,Doctor,142,1,13586,04-11-2024
Tx002152,Ac00012,927,12-06-2023,Debit,Austin,D000210,M027,Atm,24,Student,95,1,1162,04-11-2024
Tx002153,Ac00065,202,07-08-2023,Credit,Virginia Beach,D000171,M050,Atm,48,Engineer,69,1,7447,04-11-2024
Tx002154,Ac00439,155,28-12-2023,Debit,Mesa,D000582,M025,Branch,25,Student,53,1,1419,04-11-2024
Tx002155,Ac00157,482,28-08-2023,Debit,Atlanta,D000142,M087,Branch,58,Retired,277,1,6143,04-11-2024
Tx002156,Ac00013,173,12-09-2023,Debit,Miami,D000519,M052,Online,20,Student,212,1,416,04-11-2024
Tx002157,Ac00355,276,28-08-2023,Credit,Philadelphia,D000243,M063,Branch,53,Retired,238,1,6313,04-11-2024
Tx002158,Ac00155,207,10-10-2023,Debit,Columbus,D000604,M028,Online,60,Engineer,133,1,8093,04-11-2024
Tx002159,Ac00105,137,01-01-2024,Debit,Chicago,D000541,M091,Branch,31,Engineer,14,1,6229,04-11-2024
Tx002160,Ac00216,624,25-08-2023,Debit,Houston,D000207,M097,Branch,26,Engineer,132,5,4976,04-11-2024
Tx002161,Ac00297,179,16-02-2023,Debit,Chicago,D000499,M074,Online,30,Engineer,28,1,8742,04-11-2024
Tx002162,Ac00139,10,10-08-2023,Debit,Austin,D000531,M004,Atm,59,Doctor,58,5,7155,04-11-2024
Tx002163,Ac00205,26,23-02-2023,Debit,Virginia Beach,D000210,M029,Atm,32,Doctor,33,1,7474,04-11-2024
Tx002164,Ac00148,320,12-12-2023,Credit,Virginia Beach,D000513,M081,Branch,29,Engineer,69,1,2366,04-11-2024
Tx002165,Ac00064,182,09-06-2023,Debit,Kansas City,D000515,M080,Branch,51,Retired,137,1,3051,04-11-2024
Tx002166,Ac00344,717,22-03-2023,Debit,Atlanta,D000310,M084,Atm,44,Doctor,241,1,6987,04-11-2024
Tx002167,Ac00448,223,10-04-2023,Credit,Fresno,D000328,M073,Atm,65,Doctor,150,1,7370,04-11-2024
Tx002168,Ac00446,80,23-03-2023,Debit,San Francisco,D000390,M066,Atm,68,Retired,167,1,5010,04-11-2024
Tx002169,Ac00460,431,23-01-2023,Debit,Albuquerque,D000339,M013,Branch,59,Retired,25,1,6760,04-11-2024
Tx002170,Ac00020,592,17-07-2023,Debit,Tucson,D000201,M034,Atm,52,Doctor,140,1,9817,04-11-2024
Tx002171,Ac00202,200,16-10-2023,Credit,San Antonio,D000398,M030,Branch,52,Retired,108,1,4390,04-11-2024
Tx002172,Ac00458,298,18-07-2023,Credit,Kansas City,D000320,M071,Branch,73,Retired,80,1,6768,04-11-2024
Tx002173,Ac00139,346,27-03-2023,Debit,Omaha,D000448,M069,Atm,51,Retired,145,1,1505,04-11-2024
Tx002174,Ac00210,344,20-11-2023,Debit,Nashville,D000608,M068,Online,63,Retired,97,1,6486,04-11-2024
Tx002175,Ac00399,17,11-12-2023,Credit,Boston,D000269,M093,Online,25,Student,135,1,836,04-11-2024
